CareerCluster,CareerRole,RequiredSkills,EducationLevelRequired,AvgSalaryRange,JobOutlook,GrowthPath,LearningResources,EntranceExams,FieldforAdmission,OnlineResourcesLinks,FreeCertifications,SkillsList,SkillsText,SalaryMidpoint,EducationEnc,OutlookEnc,ClusterEnc,SkillsCount
Legal,Immigration Lawyer,Legal Research; Communication; Critical Thinking; Negotiation; Immigration Law; Government Relations,Post-graduation,14-30 LPA,High,Junior Immigration Lawyer > Immigration Lawyer > Senior Immigration Lawyer > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; LLM Immigration Law,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'immigration law', 'government relations']",Legal Research; Communication; Critical Thinking; Negotiation; Immigration Law; Government Relations,22.0,4,0,9,6
Legal,Intellectual Property Lawyer,Legal Research; Communication; Critical Thinking; Negotiation; IP Law; Patent Law,Post-graduation,14-30 LPA,Very High,Junior IP Lawyer > Intellectual Property Lawyer > Senior IP Lawyer > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; LLM Intellectual Property,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'ip law', 'patent law']",Legal Research; Communication; Critical Thinking; Negotiation; IP Law; Patent Law,22.0,4,3,9,6
Legal,Environmental Lawyer,Legal Research; Communication; Critical Thinking; Negotiation; Environmental Law; Regulatory Compliance,Post-graduation,14-30 LPA,Medium,Junior Environmental Lawyer > Environmental Lawyer > Senior Environmental Lawyer > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; LLM Environmental Law,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'environmental law', 'regulatory compliance']",Legal Research; Communication; Critical Thinking; Negotiation; Environmental Law; Regulatory Compliance,22.0,4,2,9,6
Legal,Tax Lawyer,Legal Research; Communication; Critical Thinking; Negotiation; Tax Law; Financial Analysis,Post-graduation,14-30 LPA,High,Junior Tax Lawyer > Tax Lawyer > Senior Tax Lawyer > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; LLM Tax Law,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'tax law', 'financial analysis']",Legal Research; Communication; Critical Thinking; Negotiation; Tax Law; Financial Analysis,22.0,4,0,9,6
Legal,Real Estate Lawyer,Legal Research; Communication; Critical Thinking; Negotiation; Property Law; Real Estate Transactions,Graduation,9-20 LPA,High,Junior Real Estate Lawyer > Real Estate Lawyer > Senior Real Estate Lawyer > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; BA LLB,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'property law', 'real estate transactions']",Legal Research; Communication; Critical Thinking; Negotiation; Property Law; Real Estate Transactions,14.5,2,0,9,6
Legal,Judge,Legal Research; Communication; Critical Thinking; Negotiation; Judicial Experience; Decision Making,Post-graduation,14-30 LPA,High,Judicial Magistrate > District Judge > High Court Judge > Supreme Court Judge > Chief Justice,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,Judicial Services Exam; Civil Services,LLB; Judicial Experience; LLM,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'judicial experience', 'decision making']",Legal Research; Communication; Critical Thinking; Negotiation; Judicial Experience; Decision Making,22.0,4,0,9,6
Legal,Legal Advisor,Legal Research; Communication; Critical Thinking; Negotiation; Advisory Services; Risk Assessment,Post-graduation,14-30 LPA,High,Junior Legal Advisor > Legal Advisor > Senior Legal Advisor > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; LLM; Legal Advisory,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'advisory services', 'risk assessment']",Legal Research; Communication; Critical Thinking; Negotiation; Advisory Services; Risk Assessment,22.0,4,0,9,6
Legal,Legal Analyst,Legal Research; Communication; Critical Thinking; Negotiation; Legal Analysis; Case Research,Graduation,9-20 LPA,Medium,Junior Legal Analyst > Legal Analyst > Senior Legal Analyst > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; BA LLB,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'legal analysis', 'case research']",Legal Research; Communication; Critical Thinking; Negotiation; Legal Analysis; Case Research,14.5,2,2,9,6
Legal,Paralegal,Legal Research; Communication; Critical Thinking; Negotiation; Legal Documentation; Case Preparation,Diploma,4-12 LPA,High,Paralegal Assistant > Paralegal > Senior Paralegal > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,Paralegal Certification; Legal Studies,Diploma in Legal Studies; Paralegal Certificate,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'legal documentation', 'case preparation']",Legal Research; Communication; Critical Thinking; Negotiation; Legal Documentation; Case Preparation,8.0,1,0,9,6
Legal,Court Reporter,Legal Research; Communication; Critical Thinking; Negotiation; Stenography; Court Proceedings,Graduation,9-20 LPA,Medium,Court Reporter Trainee > Court Reporter > Senior Court Reporter > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,Court Reporter Exam; Stenography Test,Stenography; Court Reporting Diploma,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'stenography', 'court proceedings']",Legal Research; Communication; Critical Thinking; Negotiation; Stenography; Court Proceedings,14.5,2,2,9,6
Legal,Legal Secretary,Legal Research; Communication; Critical Thinking; Negotiation; Legal Documentation; Office Management,Graduation,9-20 LPA,Medium,Legal Secretary Assistant > Legal Secretary > Senior Legal Secretary > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,Legal Secretary Certification; Office Management,Legal Secretary Diploma; Office Management,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'legal documentation', 'office management']",Legal Research; Communication; Critical Thinking; Negotiation; Legal Documentation; Office Management,14.5,2,2,9,6
Legal,Compliance Officer,Legal Research; Communication; Critical Thinking; Negotiation; Regulatory Compliance; Risk Management,Post-graduation,14-30 LPA,Very High,Compliance Associate > Compliance Officer > Senior Compliance Officer > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,Compliance Certification; Law Entrance,LLB; LLM; Compliance Studies,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'regulatory compliance', 'risk management']",Legal Research; Communication; Critical Thinking; Negotiation; Regulatory Compliance; Risk Management,22.0,4,3,9,6
Legal,Contract Specialist,Legal Research; Communication; Critical Thinking; Negotiation; Contract Law; Agreement Drafting,Graduation,9-20 LPA,High,Contract Associate > Contract Specialist > Senior Contract Specialist > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; BA LLB,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'contract law', 'agreement drafting']",Legal Research; Communication; Critical Thinking; Negotiation; Contract Law; Agreement Drafting,14.5,2,0,9,6
Legal,Patent Agent,Legal Research; Communication; Critical Thinking; Negotiation; Patent Law; Technical Knowledge,Post-graduation,14-30 LPA,Very High,Patent Associate > Patent Agent > Senior Patent Agent > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,Patent Agent Exam; Technical Background,Engineering + Patent Agent; Science + Patent,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'patent law', 'technical knowledge']",Legal Research; Communication; Critical Thinking; Negotiation; Patent Law; Technical Knowledge,22.0,4,3,9,6
Legal,Legal Consultant,Legal Research; Communication; Critical Thinking; Negotiation; Legal Strategy; Business Advisory,Post-graduation,14-30 LPA,High,Legal Consulting Associate > Legal Consultant > Senior Legal Consultant > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; LLM; MBA,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'legal strategy', 'business advisory']",Legal Research; Communication; Critical Thinking; Negotiation; Legal Strategy; Business Advisory,22.0,4,0,9,6
Legal,Mediator,Legal Research; Communication; Critical Thinking; Negotiation; Mediation Skills; Conflict Resolution,Post-graduation,14-30 LPA,Medium,Mediation Associate > Mediator > Senior Mediator > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,Mediation Certification; ADR Training,LLB; Mediation Certificate; ADR,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'mediation skills', 'conflict resolution']",Legal Research; Communication; Critical Thinking; Negotiation; Mediation Skills; Conflict Resolution,22.0,4,2,9,6
Legal,Legal Writer,Legal Research; Communication; Critical Thinking; Negotiation; Legal Writing; Content Creation,Graduation,9-20 LPA,Medium,Legal Writing Associate > Legal Writer > Senior Legal Writer > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; BA LLB,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'legal writing', 'content creation']",Legal Research; Communication; Critical Thinking; Negotiation; Legal Writing; Content Creation,14.5,2,2,9,6
Legal,Law Clerk,Legal Research; Communication; Critical Thinking; Negotiation; Case Research; Legal Documentation,Graduation,9-20 LPA,High,Law Clerk Trainee > Law Clerk > Senior Law Clerk > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; BA LLB,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'case research', 'legal documentation']",Legal Research; Communication; Critical Thinking; Negotiation; Case Research; Legal Documentation,14.5,2,0,9,6
Legal,Public Defender,Legal Research; Communication; Critical Thinking; Negotiation; Criminal Defense; Public Service,Graduation,9-20 LPA,High,Public Defender Associate > Public Defender > Senior Public Defender > Partner > Managing Partner,Legal Journals; Bar Council Resources; Law Review; Legal Databases; Court Judgments,CLAT; LSAT; State Law Entrance,LLB; BA LLB,https://manupatra.com; https://scconline.com; https://indiankanoon.org; https://lawctopus.com; https://barandbench.com,Legal Writing; Contract Drafting; Legal Research; Advocacy Skills; Legal Ethics,"['legal research', 'communication', 'critical thinking', 'negotiation', 'criminal defense', 'public service']",Legal Research; Communication; Critical Thinking; Negotiation; Criminal Defense; Public Service,14.5,2,0,9,6
Design,UX/UI Designer,User Research; Wireframing; Prototyping; Design Thinking; Figma; Adobe XD,Graduation,8-18 LPA,Very High,Junior UX Designer > UX Designer > Senior UX Designer > Lead Designer > Design Director,Design Courses; UX Bootcamps; Interaction Design Foundation; Coursera Design; Adobe Training,Design Portfolio; UX Case Studies,B.Des; BFA; Design Certification,https://uxdesign.cc; https://behance.net; https://dribbble.com; https://figma.com; https://adobe.com,Google UX Design Certificate; Adobe Certified Expert; Figma Certification; UX Design Institute; Coursera UX Design,"['user research', 'wireframing', 'prototyping', 'design thinking', 'figma', 'adobe xd']",User Research; Wireframing; Prototyping; Design Thinking; Figma; Adobe XD,13.0,2,3,3,6
Design,Product Designer,Product Strategy; User Research; Prototyping; Visual Design; Design Systems; Cross-functional Collaboration,Graduation,9-20 LPA,Very High,Junior Product Designer > Product Designer > Senior Product Designer > Lead Designer > Design Director,Design Courses; Product Design Bootcamps; IDEO Design Kit; Coursera Product Design; Stanford d.school,Design Portfolio; Product Case Studies,B.Des; BFA; Product Design Certification,https://productdesign.tips; https://behance.net; https://medium.com/design; https://ideo.com; https://designbetter.co,Google UX Design Certificate; Adobe Certified Expert; Design Leadership Certificate; Product Design Certification; Coursera Product Design,"['product strategy', 'user research', 'prototyping', 'visual design', 'design systems', 'cross-functional collaboration']",Product Strategy; User Research; Prototyping; Visual Design; Design Systems; Cross-functional Collaboration,14.5,2,3,3,6
Design,Service Designer,Service Design; Customer Journey Mapping; Systems Thinking; Research Methods; Workshop Facilitation; Design Strategy,Post-graduation,12-25 LPA,High,Service Design Associate > Service Designer > Senior Service Designer > Lead Designer > Design Director,Service Design Academy; IDEO Design Kit; Design Council; Coursera Service Design; Innovation Training,Service Design Portfolio; Journey Maps,M.Des Service Design; MBA Design Strategy; Service Design Certification,https://servicedesign.org; https://designcouncil.org.uk; https://ideo.com; https://designkit.org; https://medium.com/service-design,Service Design Certification; Design Thinking Certificate; Innovation Management; Customer Experience Certification; Design Strategy,"['service design', 'customer journey mapping', 'systems thinking', 'research methods', 'workshop facilitation', 'design strategy']",Service Design; Customer Journey Mapping; Systems Thinking; Research Methods; Workshop Facilitation; Design Strategy,18.5,4,0,3,6
Design,Interaction Designer,Interaction Design; Prototyping; Animation; Micro-interactions; User Interface Design; Usability Testing,Graduation,8-18 LPA,High,Junior Interaction Designer > Interaction Designer > Senior Interaction Designer > Lead Designer > Design Director,Interaction Design Foundation; Adobe After Effects; Principle App; Coursera Interaction Design; Google Design,Interaction Design Portfolio; Animation Samples,B.Des Interaction; BFA Digital Arts; Interaction Design Certification,https://interaction-design.org; https://ui-patterns.com; https://littlebigdetails.com; https://dribbble.com; https://behance.net,Google UX Design Certificate; Adobe Certified Expert; Interaction Design Foundation Certificate; Motion Design Certification; UX Design Institute,"['interaction design', 'prototyping', 'animation', 'micro-interactions', 'user interface design', 'usability testing']",Interaction Design; Prototyping; Animation; Micro-interactions; User Interface Design; Usability Testing,13.0,2,0,3,6
Design,Visual Designer,Visual Communication; Typography; Color Theory; Brand Identity; Layout Design; Adobe Creative Suite,Graduation,7-16 LPA,High,Junior Visual Designer > Visual Designer > Senior Visual Designer > Art Director > Creative Director,Adobe Training; Skillshare Visual Design; Coursera Graphic Design; Typography Courses; Brand Design Training,Visual Design Portfolio; Brand Projects,B.Des Visual Communication; BFA Graphic Design; Visual Design Certification,https://behance.net; https://dribbble.com; https://designspiration.com; https://awwwards.com; https://typography.com,Adobe Certified Expert; Google Digital Marketing; Canva Design Certificate; Typography Certification; Brand Design Course,"['visual communication', 'typography', 'color theory', 'brand identity', 'layout design', 'adobe creative suite']",Visual Communication; Typography; Color Theory; Brand Identity; Layout Design; Adobe Creative Suite,11.5,2,0,3,6
Design,Design Researcher,User Research; Qualitative Methods; Quantitative Analysis; Ethnography; Survey Design; Data Visualization,Post-graduation,10-22 LPA,High,Research Associate > Design Researcher > Senior Design Researcher > Lead Researcher > Research Director,User Research Methods; Ethnographic Research; Data Analysis; Survey Design; Research Tools Training,Research Portfolio; Study Reports,M.Des Research; MA Psychology; Research Methods Certification,https://userresearch.blog; https://nngroup.com; https://usertesting.com; https://hotjar.com; https://surveymonkey.com,User Research Certification; Data Analysis Certificate; Survey Design Course; Ethnographic Methods; Research Methods Training,"['user research', 'qualitative methods', 'quantitative analysis', 'ethnography', 'survey design', 'data visualization']",User Research; Qualitative Methods; Quantitative Analysis; Ethnography; Survey Design; Data Visualization,16.0,4,0,3,6
Design,Design Systems Designer,Design Systems; Component Libraries; Pattern Libraries; Design Tokens; Documentation; Cross-team Collaboration,Graduation,10-20 LPA,Very High,Design Systems Associate > Design Systems Designer > Senior Design Systems Designer > Lead Designer > Design Director,Design Systems University; Figma Design Systems; Adobe XD Systems; Design Tokens Course; Component Design,Design Systems Portfolio; Component Libraries,B.Des; BFA; Design Systems Certification,https://designsystems.com; https://designsystemsrepo.com; https://figma.com/design-systems; https://storybook.js.org; https://design-tokens.github.io,Figma Advanced Certification; Design Systems Certificate; Component Design Course; Design Tokens Training; Adobe Systems Expert,"['design systems', 'component libraries', 'pattern libraries', 'design tokens', 'documentation', 'cross-team collaboration']",Design Systems; Component Libraries; Pattern Libraries; Design Tokens; Documentation; Cross-team Collaboration,15.0,2,3,3,6
Design,Motion Designer,Motion Graphics; After Effects; Cinema 4D; Animation Principles; Storytelling; Video Production,Graduation,8-18 LPA,High,Junior Motion Designer > Motion Designer > Senior Motion Designer > Animation Director > Creative Director,Adobe After Effects Training; Cinema 4D Courses; Motion Graphics School; Animation Principles; Video Production,Motion Graphics Reel; Animation Portfolio,B.Des Animation; BFA Motion Graphics; Animation Certification,https://motionographer.com; https://schoolofmotion.com; https://behance.net/motion-graphics; https://vimeo.com/channels/motiondesign; https://lottiefiles.com,Adobe Certified Expert; Cinema 4D Certificate; After Effects Specialist; Motion Graphics Certification; Animation Training,"['motion graphics', 'after effects', 'cinema 4d', 'animation principles', 'storytelling', 'video production']",Motion Graphics; After Effects; Cinema 4D; Animation Principles; Storytelling; Video Production,13.0,2,0,3,6
Design,Brand Designer,Brand Strategy; Visual Identity; Logo Design; Brand Guidelines; Typography; Marketing Collateral,Graduation,8-17 LPA,High,Junior Brand Designer > Brand Designer > Senior Brand Designer > Brand Manager > Creative Director,Brand Design Courses; Logo Design Training; Brand Strategy; Visual Identity Design; Typography Courses,Brand Identity Portfolio; Logo Projects,B.Des Brand Design; BFA Graphic Design; Brand Strategy Certification,https://logolounge.com; https://brandnew.underconsideration.com; https://behance.net/brand-identity; https://logodesignlove.com; https://designspiration.com/brand,Adobe Certified Expert; Brand Strategy Certificate; Logo Design Course; Typography Certification; Brand Identity Training,"['brand strategy', 'visual identity', 'logo design', 'brand guidelines', 'typography', 'marketing collateral']",Brand Strategy; Visual Identity; Logo Design; Brand Guidelines; Typography; Marketing Collateral,12.5,2,0,3,6
Design,Design Manager,Team Leadership; Design Strategy; Project Management; Design Process; Cross-functional Collaboration; Design Operations,Post-graduation,15-30 LPA,High,Senior Designer > Design Manager > Senior Design Manager > Design Director > VP Design,Design Leadership; Management Training; Design Operations; Strategic Design; Team Management Courses,Management Portfolio; Team Projects,M.Des; MBA; Design Leadership Certification,https://designbetter.co; https://designoperations.com; https://designleadership.io; https://invisionapp.com/design-better; https://medium.com/design-leadership,Design Leadership Certificate; Management Training; Strategic Design Course; Design Operations Certification; Executive Leadership,"['team leadership', 'design strategy', 'project management', 'design process', 'cross-functional collaboration', 'design operations']",Team Leadership; Design Strategy; Project Management; Design Process; Cross-functional Collaboration; Design Operations,22.5,4,0,3,6
Design,Information Designer,Data Visualization; Infographic Design; Information Architecture; Statistical Design; Visual Storytelling; Dashboard Design,Graduation,9-19 LPA,High,Information Design Associate > Information Designer > Senior Information Designer > Lead Designer > Design Director,Data Visualization Courses; Infographic Design; D3.js Training; Tableau Design; Information Architecture,Information Design Portfolio; Data Visualizations,B.Des Information Design; Data Visualization Certification; Information Architecture,https://informationisbeautiful.net; https://flowingdata.com; https://datavizproject.com; https://tableau.com/learn; https://d3js.org,Tableau Desktop Specialist; Data Visualization Certificate; Information Architecture; D3.js Certification; Dashboard Design Course,"['data visualization', 'infographic design', 'information architecture', 'statistical design', 'visual storytelling', 'dashboard design']",Data Visualization; Infographic Design; Information Architecture; Statistical Design; Visual Storytelling; Dashboard Design,14.0,2,0,3,6
Design,Design Strategist,Design Strategy; Business Strategy; Innovation; Design Thinking; Strategic Planning; Market Research,Post-graduation,14-28 LPA,High,Strategy Associate > Design Strategist > Senior Design Strategist > Strategy Director > Chief Design Officer,Design Strategy Courses; Business Strategy; Innovation Management; Design Thinking; Strategic Planning,Strategy Portfolio; Innovation Projects,MBA Design Strategy; M.Des Strategy; Strategic Design Certification,https://designcouncil.org.uk; https://ideo.com/approach; https://designthinking.ideo.com; https://strategy-business.com; https://designbetter.co/strategy,Design Strategy Certificate; Business Strategy Course; Innovation Management; Design Thinking Certification; Strategic Planning,"['design strategy', 'business strategy', 'innovation', 'design thinking', 'strategic planning', 'market research']",Design Strategy; Business Strategy; Innovation; Design Thinking; Strategic Planning; Market Research,21.0,4,0,3,6
Design,Design Consultant,Design Advisory; Client Management; Design Audit; Strategic Recommendations; Design Implementation; Business Development,Post-graduation,12-25 LPA,High,Design Associate > Design Consultant > Senior Design Consultant > Principal Consultant > Design Partner,Design Consulting; Client Management; Business Advisory; Design Strategy; Consulting Skills,Consulting Portfolio; Client Projects,M.Des; MBA; Design Consulting Certification,https://designconsulting.com; https://ideo.com/consulting; https://fjord.com; https://designit.com; https://continuum.net,Design Strategy Certificate; Business Advisory; Consulting Skills; Client Management; Strategic Design,"['design advisory', 'client management', 'design audit', 'strategic recommendations', 'design implementation', 'business development']",Design Advisory; Client Management; Design Audit; Strategic Recommendations; Design Implementation; Business Development,18.5,4,0,3,6
Design,Design Educator,Design Pedagogy; Curriculum Development; Student Mentorship; Design Theory; Research; Academic Writing,Post-graduation,10-20 LPA,Medium,Teaching Assistant > Design Educator > Senior Design Educator > Professor > Department Head,Design Education; Teaching Methods; Curriculum Design; Academic Research; Educational Technology,Academic Portfolio; Research Publications,M.Des; PhD Design; Teaching Certification,https://designresearch.org; https://designeducation.org; https://core77.com/education; https://aiga.org/education; https://designobserver.com/education,Teaching Certification; Design Education Certificate; Academic Research Methods; Curriculum Development; Educational Leadership,"['design pedagogy', 'curriculum development', 'student mentorship', 'design theory', 'research', 'academic writing']",Design Pedagogy; Curriculum Development; Student Mentorship; Design Theory; Research; Academic Writing,15.0,4,2,3,6
Design,Creative Technologist,Creative Coding; Interactive Design; Emerging Technologies; Prototyping; Technical Implementation; Innovation,Graduation,10-22 LPA,Very High,Creative Tech Associate > Creative Technologist > Senior Creative Technologist > Tech Lead > Innovation Director,Creative Coding; Interactive Design; AR/VR Development; Machine Learning for Design; Emerging Tech,Creative Technology Portfolio; Interactive Projects,B.Des Technology; Computer Science + Design; Creative Technology Certification,https://creativeapplications.net; https://processing.org; https://openframeworks.cc; https://threejs.org; https://ml5js.org,Creative Coding Certificate; Interactive Design Course; AR/VR Development; Machine Learning Fundamentals; Emerging Technology Training,"['creative coding', 'interactive design', 'emerging technologies', 'prototyping', 'technical implementation', 'innovation']",Creative Coding; Interactive Design; Emerging Technologies; Prototyping; Technical Implementation; Innovation,16.0,2,3,3,6
Media,Content Creator,Content Strategy; Video Production; Social Media; Storytelling; Editing; Audience Engagement,Graduation,6-15 LPA,Very High,Junior Content Creator > Content Creator > Senior Content Creator > Content Manager > Creative Director,Content Creation Courses; Video Production; Social Media Marketing; Storytelling; Digital Marketing,Content Portfolio; Social Media Presence,BA Mass Communication; Content Creation Certification; Digital Marketing,https://creatoreconomy.so; https://youtube.com/creators; https://later.com/blog; https://hootsuite.com/resources; https://canva.com/learn,Google Digital Marketing; Facebook Blueprint; YouTube Creator Academy; Hootsuite Certification; Canva Content Creator,"['content strategy', 'video production', 'social media', 'storytelling', 'editing', 'audience engagement']",Content Strategy; Video Production; Social Media; Storytelling; Editing; Audience Engagement,10.5,2,3,11,6
Media,Video Producer,Video Production; Pre-production; Post-production; Project Management; Budgeting; Creative Direction,Graduation,8-18 LPA,High,Assistant Producer > Video Producer > Senior Producer > Executive Producer > Production Director,Video Production Courses; Film School; Adobe Premiere; Final Cut Pro; Production Management,Video Production Portfolio; Producer Credits,BA Film Production; Video Production Certification; Film Studies,https://nofilmschool.com; https://premiumbeat.com/blog; https://videomaker.com; https://producersguild.org; https://adobe.com/products/premiere,Adobe Certified Expert; Avid Certification; Final Cut Pro Certification; Producer Guild Training; Video Production Certificate,"['video production', 'pre-production', 'post-production', 'project management', 'budgeting', 'creative direction']",Video Production; Pre-production; Post-production; Project Management; Budgeting; Creative Direction,13.0,2,0,11,6
Media,Social Media Manager,Social Media Strategy; Content Planning; Community Management; Analytics; Paid Advertising; Brand Voice,Graduation,7-16 LPA,Very High,Social Media Associate > Social Media Manager > Senior Social Media Manager > Social Media Director > Digital Marketing Director,Social Media Marketing; Community Management; Social Analytics; Paid Social Advertising; Content Strategy,Social Media Portfolio; Campaign Results,BA Marketing; Social Media Certification; Digital Marketing,https://socialmediaexaminer.com; https://sproutsocial.com/insights; https://buffer.com/resources; https://hootsuite.com/resources; https://facebook.com/business/learn,Facebook Blueprint; Google Ads; Hootsuite Certification; HubSpot Social Media; Twitter Flight School,"['social media strategy', 'content planning', 'community management', 'analytics', 'paid advertising', 'brand voice']",Social Media Strategy; Content Planning; Community Management; Analytics; Paid Advertising; Brand Voice,11.5,2,3,11,6
